ticker,date,period_ending,estimate,reported,surprise,surprise%
LPX,03-AUG-21,Jun 2021,4.4,4.74,0.34,7.73
LQDT,05-AUG-21,Jun 2021,0.19,0.26,0.07,36.84
LRCX,28-JUL-21,Jun 2021,7.53,8.09,0.56,7.44
LRN,10-AUG-21,Jun 2021,0.17,0.25,0.08,47.06
LSCC,03-AUG-21,Jun 2021,0.22,0.25,0.03,13.64
LSI,03-AUG-21,Jun 2021,1.15,0.74,-0.41,-35.65
LSTR,21-JUL-21,Jun 2021,2.34,2.4,0.06,2.56
LSXMK,06-AUG-21,Jun 2021,0.36,1.0,0.64,177.78
LTC,29-JUL-21,Jun 2021,0.68,0.57,-0.11,-16.18
LTHM,05-AUG-21,Jun 2021,0.02,0.04,0.02,100.0
LULU,08-SEP-21,Jul 2021,1.21,1.65,0.44,36.36
LUNA,09-AUG-21,Jun 2021,0.06,0.06,0.0,0.0
LUNG,03-AUG-21,Jun 2021,-0.38,-0.34,0.04,10.53
LUV,22-JUL-21,Jun 2021,-0.21,-0.35,-0.14,-66.67
LVS,21-JUL-21,Jun 2021,-0.19,-0.26,-0.07,-36.84
LW,27-JUL-21,May 2021,0.43,0.44,0.01,2.33
LXFR,26-JUL-21,Jun 2021,0.3,0.36,0.06,20.0
LXP,05-AUG-21,Jun 2021,0.19,0.26,0.07,36.84
LYB,30-JUL-21,Jun 2021,5.67,6.13,0.46,8.11
LYFT,03-AUG-21,Jun 2021,-0.23,-0.06,0.17,73.91
LYV,03-AUG-21,Jun 2021,-1.35,-0.9,0.45,33.33
LZ,12-AUG-21,Jun 2021,0.02,0.03,0.01,50.0
LZB,17-AUG-21,Jul 2021,0.57,0.55,-0.02,-3.51
M,19-AUG-21,Jul 2021,0.22,1.29,1.07,486.36
MA,29-JUL-21,Jun 2021,1.72,1.95,0.23,13.37
MAA,28-JUL-21,Jun 2021,1.64,1.88,0.24,14.63
MAC,04-AUG-21,Jun 2021,0.44,0.59,0.15,34.09
MAN,20-JUL-21,Jun 2021,1.42,2.02,0.6,42.25
MANH,27-JUL-21,Jun 2021,0.43,0.61,0.18,41.86
MANT,03-AUG-21,Jun 2021,0.87,0.99,0.12,13.79
MAR,03-AUG-21,Jun 2021,0.43,0.79,0.36,83.72
MARA,13-AUG-21,Jun 2021,0.21,0.17,-0.04,-19.05
MAS,29-JUL-21,Jun 2021,1.04,1.14,0.1,9.62
MASI,27-JUL-21,Jun 2021,0.91,0.94,0.03,3.3
MAT,27-JUL-21,Jun 2021,-0.03,0.03,0.06,200.0
MATW,29-JUL-21,Jun 2021,0.8,0.91,0.11,13.75
MATX,29-JUL-21,Jun 2021,3.67,3.71,0.04,1.09
MAXR,04-AUG-21,Jun 2021,0.16,0.6,0.44,275.0
MBIN,28-JUL-21,Jun 2021,1.07,1.05,-0.02,-1.87
MBUU,26-AUG-21,Jun 2021,1.66,1.84,0.18,10.84
MBWM,20-JUL-21,Jun 2021,0.82,1.12,0.3,36.59
MC,21-JUL-21,Jun 2021,0.82,1.19,0.37,45.12
MCB,21-JUL-21,Jun 2021,1.39,1.55,0.16,11.51
MCD,28-JUL-21,Jun 2021,2.12,2.37,0.25,11.79
MCFT,02-SEP-21,Jun 2021,0.8,0.98,0.18,22.5
MCHP,03-AUG-21,Jun 2021,0.95,0.99,0.04,4.21
MCK,04-AUG-21,Jun 2021,4.09,5.56,1.47,35.94
MCO,28-JUL-21,Jun 2021,2.76,3.22,0.46,16.67
MCRB,03-AUG-21,Jun 2021,-0.41,-0.53,-0.12,-29.27
MCRI,28-JUL-21,Jun 2021,0.7,0.93,0.23,32.86
MCS,04-AUG-21,Jun 2021,-0.84,-0.67,0.17,20.24
MCY,03-AUG-21,Jun 2021,1.1,1.13,0.03,2.73
MD,06-AUG-21,Jun 2021,0.33,0.41,0.08,24.24
MDB,02-SEP-21,Jul 2021,-0.41,-0.24,0.17,41.46
MDC,29-JUL-21,Jun 2021,1.98,2.11,0.13,6.57
MDGL,05-AUG-21,Jun 2021,-3.55,-3.72,-0.17,-4.79
MDLZ,27-JUL-21,Jun 2021,0.66,0.66,0.0,0.0
MDRX,05-AUG-21,Jun 2021,0.18,0.23,0.05,27.78
MDT,24-AUG-21,Jul 2021,1.32,1.41,0.09,6.82
MDU,04-AUG-21,Jun 2021,0.53,0.5,-0.03,-5.66
MDXG,03-AUG-21,Jun 2021,-0.07,-0.03,0.04,57.14
MED,04-AUG-21,Jun 2021,3.3,3.96,0.66,20.0
MEDP,26-JUL-21,Jun 2021,0.98,1.06,0.08,8.16
MEG,10-AUG-21,Jun 2021,0.09,-0.13,-0.22,-244.44
MET,04-AUG-21,Jun 2021,1.61,2.37,0.76,47.2
MFA,05-AUG-21,Jun 2021,0.32,0.52,0.2,62.5
MGEE,05-AUG-21,Jun 2021,0.62,0.63,0.01,1.61
MGI,29-JUL-21,Jun 2021,0.01,0.01,0.0,0.0
MGM,04-AUG-21,Jun 2021,-0.36,-0.13,0.23,63.89
MGNX,29-JUL-21,Jun 2021,-0.28,-0.66,-0.38,-135.71
MGPI,04-AUG-21,Jun 2021,0.43,1.27,0.84,195.35
MGRC,03-AUG-21,Jun 2021,0.82,0.84,0.02,2.44
MGTX,11-AUG-21,Jun 2021,-0.53,-0.46,0.07,13.21
MGY,02-AUG-21,Jun 2021,0.37,0.56,0.19,51.35
MHK,29-JUL-21,Jun 2021,3.71,4.45,0.74,19.95
MHO,28-JUL-21,Jun 2021,2.18,3.58,1.4,64.22
MIDD,12-AUG-21,Jun 2021,2.07,2.11,0.04,1.93
MIME,03-AUG-21,Jun 2021,0.3,0.32,0.02,6.67
MITK,29-JUL-21,Jun 2021,0.16,0.23,0.07,43.75
MKC,01-JUL-21,May 2021,0.64,0.69,0.05,7.81
MKL,03-AUG-21,Jun 2021,15.45,19.14,3.69,23.88
MKSI,28-JUL-21,Jun 2021,2.93,3.02,0.09,3.07
MKTX,21-JUL-21,Jun 2021,1.68,1.77,0.09,5.36
MLAB,05-AUG-21,Jun 2021,1.36,1.28,-0.08,-5.88
MLM,29-JUL-21,Jun 2021,3.91,3.81,-0.1,-2.56
MLNK,07-SEP-21,Jun 2021,0.03,0.16,0.13,433.33
MMC,22-JUL-21,Jun 2021,1.42,1.75,0.33,23.24
MMI,06-AUG-21,Jun 2021,0.38,0.78,0.4,105.26
MMM,27-JUL-21,Jun 2021,2.25,2.59,0.34,15.11
MMS,05-AUG-21,Jun 2021,1.12,1.66,0.54,48.21
MMSI,29-JUL-21,Jun 2021,0.44,0.62,0.18,40.91
MNKD,11-AUG-21,Jun 2021,-0.04,-0.05,-0.01,-25.0
MNRL,04-AUG-21,Jun 2021,0.22,0.25,0.03,13.64
MNRO,28-JUL-21,Jun 2021,0.51,0.55,0.04,7.84
MNST,05-AUG-21,Jun 2021,0.67,0.75,0.08,11.94
MO,29-JUL-21,Jun 2021,1.17,1.23,0.06,5.13
MOD,04-AUG-21,Jun 2021,0.28,0.2,-0.08,-28.57
MODN,09-AUG-21,Jun 2021,0.02,0.16,0.14,700.0
MOFG,22-JUL-21,Jun 2021,0.91,1.08,0.17,18.68
MOH,28-JUL-21,Jun 2021,3.47,3.4,-0.07,-2.02
MORF,04-AUG-21,Jun 2021,-0.55,-0.77,-0.22,-40.0
MOS,02-AUG-21,Jun 2021,1.01,1.17,0.16,15.84
MPAA,09-AUG-21,Jun 2021,0.23,0.43,0.2,86.96
MPB,26-JUL-21,Jun 2021,0.97,0.93,-0.04,-4.12
MPC,04-AUG-21,Jun 2021,0.45,0.67,0.22,48.89
MPW,29-JUL-21,Jun 2021,0.43,0.43,0.0,0.0
MPWR,27-JUL-21,Jun 2021,1.69,1.81,0.12,7.1
MRC,29-JUL-21,Jun 2021,0.04,0.08,0.04,100.0
MRCY,03-AUG-21,Jun 2021,0.67,0.73,0.06,8.96
MRK,29-JUL-21,Jun 2021,1.33,1.31,-0.02,-1.5
MRNA,05-AUG-21,Jun 2021,6.01,6.46,0.45,7.49
MRNS,10-AUG-21,Jun 2021,-0.68,-0.65,0.03,4.41
MRO,04-AUG-21,Jun 2021,0.18,0.22,0.04,22.22
MRSN,06-AUG-21,Jun 2021,-0.5,-0.59,-0.09,-18.0
MRTN,15-JUL-21,Jun 2021,0.26,0.26,0.0,0.0
MRTX,05-AUG-21,Jun 2021,-2.41,-3.23,-0.82,-34.02
MRVL,26-AUG-21,Jul 2021,0.31,0.34,0.03,9.68
MS,15-JUL-21,Jun 2021,1.63,1.89,0.26,15.95
MSA,28-JUL-21,Jun 2021,1.11,1.06,-0.05,-4.5
MSBI,22-JUL-21,Jun 2021,1.06,0.86,-0.2,-18.87
MSCI,27-JUL-21,Jun 2021,2.31,2.45,0.14,6.06
MSEX,30-JUL-21,Jun 2021,0.59,0.62,0.03,5.08
MSFT,27-JUL-21,Jun 2021,1.9,2.17,0.27,14.21
MSGE,23-AUG-21,Jun 2021,-3.06,-4.87,-1.81,-59.15
MSI,05-AUG-21,Jun 2021,1.92,2.07,0.15,7.81
MSM,07-JUL-21,May 2021,1.37,1.42,0.05,3.65
MSP,11-AUG-21,Jun 2021,0.12,0.17,0.05,41.67
MSTR,29-JUL-21,Jun 2021,0.73,1.72,0.99,135.62
MTB,21-JUL-21,Jun 2021,3.7,3.45,-0.25,-6.76
MTCH,03-AUG-21,Jun 2021,0.57,0.6,0.03,5.26
MTD,29-JUL-21,Jun 2021,7.64,8.1,0.46,6.02
MTDR,27-JUL-21,Jun 2021,0.72,1.02,0.3,41.67
MTEM,12-AUG-21,Jun 2021,-0.13,-0.28,-0.15,-115.38
MTG,04-AUG-21,Jun 2021,0.42,0.44,0.02,4.76
MTH,28-JUL-21,Jun 2021,3.45,4.36,0.91,26.38
MTN,23-SEP-21,Jul 2021,-3.64,-3.49,0.15,4.12
MTOR,04-AUG-21,Jun 2021,0.5,0.62,0.12,24.0
MTRN,03-AUG-21,Jun 2021,0.76,0.86,0.1,13.16
MTSI,29-JUL-21,Jun 2021,0.53,0.57,0.04,7.55
MTW,05-AUG-21,Jun 2021,0.09,0.6,0.51,566.67
MTX,29-JUL-21,Jun 2021,1.25,1.29,0.04,3.2
MTZ,05-AUG-21,Jun 2021,1.25,1.3,0.05,4.0
MU,30-JUN-21,May 2021,1.71,1.88,0.17,9.94
MUR,05-AUG-21,Jun 2021,0.26,0.59,0.33,126.92
MUSA,28-JUL-21,Jun 2021,3.39,4.79,1.4,41.3
MVBF,29-JUL-21,Jun 2021,0.65,0.73,0.08,12.31
MVIS,04-AUG-21,Jun 2021,-0.04,-0.04,0.0,0.0
MWA,04-AUG-21,Jun 2021,0.16,0.18,0.02,12.5
MXL,28-JUL-21,Jun 2021,0.5,0.53,0.03,6.0
MYE,05-AUG-21,Jun 2021,0.24,0.29,0.05,20.83
MYGN,03-AUG-21,Jun 2021,-0.07,0.12,0.19,271.43
MYRG,28-JUL-21,Jun 2021,1.03,1.24,0.21,20.39
NARI,10-AUG-21,Jun 2021,0.09,0.07,-0.02,-22.22
NAT,30-AUG-21,Jun 2021,-0.16,-0.18,-0.02,-12.5
NATI,29-JUL-21,Jun 2021,0.29,0.35,0.06,20.69
NAVI,27-JUL-21,Jun 2021,0.85,0.94,0.09,10.59
NBHC,26-JUL-21,Jun 2021,0.74,0.78,0.04,5.41
NBIX,03-AUG-21,Jun 2021,0.52,0.43,-0.09,-17.31
NBR,27-JUL-21,Jun 2021,-16.61,-18.01,-1.4,-8.43
NBTB,26-JUL-21,Jun 2021,0.78,0.93,0.15,19.23
NCBS,20-JUL-21,Jun 2021,1.65,1.77,0.12,7.27
NCLH,06-AUG-21,Jun 2021,-2.0,-1.93,0.07,3.5
NCNO,01-SEP-21,Jul 2021,-0.06,-0.02,0.04,66.67
NCR,03-AUG-21,Jun 2021,0.62,0.62,0.0,0.0
NDAQ,21-JUL-21,Jun 2021,1.73,1.9,0.17,9.83
NDLS,03-AUG-21,Jun 2021,0.11,0.1,-0.01,-9.09
NDSN,30-AUG-21,Jul 2021,2.12,2.42,0.3,14.15
NEE,23-JUL-21,Jun 2021,0.67,0.71,0.04,5.97
NEM,22-JUL-21,Jun 2021,0.76,0.83,0.07,9.21
NEO,06-AUG-21,Jun 2021,-0.05,-0.01,0.04,80.0
NEOG,20-JUL-21,May 2021,0.16,0.15,-0.01,-6.25
NESR,04-AUG-21,Jun 2021,0.17,0.14,-0.03,-17.65
NET,05-AUG-21,Jun 2021,-0.04,-0.02,0.02,50.0
NEWR,03-AUG-21,Jun 2021,-0.39,-0.25,0.14,35.9
NEX,04-AUG-21,Jun 2021,-0.16,-0.19,-0.03,-18.75
NFBK,28-JUL-21,Jun 2021,0.29,0.4,0.11,37.93
NFE,04-AUG-21,Jun 2021,-0.05,0.08,0.13,260.0
NFG,05-AUG-21,Jun 2021,0.86,0.93,0.07,8.14
NFLX,20-JUL-21,Jun 2021,3.16,2.97,-0.19,-6.01
NG,29-JUN-21,May 2021,-0.03,-0.03,0.0,0.0
NGM,05-AUG-21,Jun 2021,-0.39,-0.48,-0.09,-23.08
NGVT,28-JUL-21,Jun 2021,1.21,1.55,0.34,28.1
NHI,09-AUG-21,Jun 2021,1.25,1.16,-0.09,-7.2
NI,04-AUG-21,Jun 2021,0.14,0.13,-0.01,-7.14
NJR,05-AUG-21,Jun 2021,-0.07,-0.15,-0.08,-114.29
NKE,24-JUN-21,May 2021,0.51,0.93,0.42,82.35
NKLA,03-AUG-21,Jun 2021,-0.27,-0.2,0.07,25.93
NKTR,05-AUG-21,Jun 2021,-0.72,-0.69,0.03,4.17
NKTX,12-AUG-21,Jun 2021,-0.65,-0.66,-0.01,-1.54
NLOK,27-JUL-21,Jun 2021,0.41,0.42,0.01,2.44
NLS,09-AUG-21,Jun 2021,0.3,0.43,0.13,43.33
NLSN,29-JUL-21,Jun 2021,0.38,0.43,0.05,13.16
NLTX,05-AUG-21,Jun 2021,-0.27,-0.27,0.0,0.0
NLY,28-JUL-21,Jun 2021,0.27,0.3,0.03,11.11
NMIH,03-AUG-21,Jun 2021,0.63,0.67,0.04,6.35
NMRK,06-AUG-21,Jun 2021,0.22,0.31,0.09,40.91
NNN,03-AUG-21,Jun 2021,0.74,0.77,0.03,4.05
NOC,29-JUL-21,Jun 2021,5.75,6.42,0.67,11.65
NOG,05-AUG-21,Jun 2021,0.69,0.92,0.23,33.33
NOV,27-JUL-21,Jun 2021,-0.13,-0.04,0.09,69.23
NOVA,28-JUL-21,Jun 2021,-0.26,-0.42,-0.16,-61.54
NOVT,10-AUG-21,Jun 2021,0.51,0.62,0.11,21.57
NOW,28-JUL-21,Jun 2021,1.2,1.42,0.22,18.33
NPO,03-AUG-21,Jun 2021,1.24,1.56,0.32,25.81
NPTN,03-AUG-21,Jun 2021,-0.23,-0.22,0.01,4.35
NRG,05-AUG-21,Jun 2021,2.41,1.2,-1.21,-50.21
NRZ,29-JUL-21,Jun 2021,0.31,0.31,0.0,0.0
NSA,03-AUG-21,Jun 2021,0.51,0.25,-0.26,-50.98
NSC,28-JUL-21,Jun 2021,2.94,3.28,0.34,11.56
NSIT,05-AUG-21,Jun 2021,1.88,1.91,0.03,1.6
NSP,02-AUG-21,Jun 2021,0.65,0.91,0.26,40.0
NSSC,13-SEP-21,Jun 2021,0.13,0.14,0.01,7.69
NSTG,04-AUG-21,Jun 2021,-0.56,-0.6,-0.04,-7.14
NTAP,25-AUG-21,Jul 2021,0.95,1.15,0.2,21.05
NTB,26-JUL-21,Jun 2021,0.8,0.8,0.0,0.0
NTCT,29-JUL-21,Jun 2021,0.18,0.2,0.02,11.11
NTGR,21-JUL-21,Jun 2021,0.71,0.66,-0.05,-7.04
NTLA,05-AUG-21,Jun 2021,-0.61,-1.01,-0.4,-65.57
NTNX,01-SEP-21,Jul 2021,-0.43,-0.26,0.17,39.53
NTRA,05-AUG-21,Jun 2021,-1.05,-1.32,-0.27,-25.71
NTRS,21-JUL-21,Jun 2021,1.71,1.72,0.01,0.58
NTST,29-JUL-21,Jun 2021,0.22,-0.07,-0.29,-131.82
NTUS,05-AUG-21,Jun 2021,0.29,0.29,0.0,0.0
NUE,22-JUL-21,Jun 2021,4.81,5.04,0.23,4.78
NUS,04-AUG-21,Jun 2021,1.06,1.15,0.09,8.49
NUVA,28-JUL-21,Jun 2021,0.43,0.6,0.17,39.53
NVAX,05-AUG-21,Jun 2021,-3.76,-4.75,-0.99,-26.33
NVCR,29-JUL-21,Jun 2021,0.02,-0.14,-0.16,-800.0
NVDA,18-AUG-21,Jul 2021,1.01,1.04,0.03,2.97
NVEE,10-AUG-21,Jun 2021,0.99,1.34,0.35,35.35
NVR,21-JUL-21,Jun 2021,64.87,82.45,17.58,27.1
NVRO,04-AUG-21,Jun 2021,-0.71,-0.62,0.09,12.68
NVST,03-AUG-21,Jun 2021,0.44,0.53,0.09,20.45
NVT,03-AUG-21,Jun 2021,0.4,0.5,0.1,25.0
NVTA,03-AUG-21,Jun 2021,-0.65,-0.85,-0.2,-30.77
NWBI,26-JUL-21,Jun 2021,0.29,0.38,0.09,31.03
NWE,27-JUL-21,Jun 2021,0.47,0.72,0.25,53.19
NWL,30-JUL-21,Jun 2021,0.45,0.56,0.11,24.44
NWN,05-AUG-21,Jun 2021,-0.13,-0.02,0.11,84.62
NWPX,04-AUG-21,Jun 2021,0.28,0.21,-0.07,-25.0
NWSA,05-AUG-21,Jun 2021,0.11,0.16,0.05,45.45
NX,02-SEP-21,Jul 2021,0.42,0.42,0.0,0.0
NXGN,29-JUL-21,Jun 2021,0.21,0.25,0.04,19.05
NXPI,02-AUG-21,Jun 2021,2.31,2.38,0.07,3.03
NXRT,27-JUL-21,Jun 2021,0.65,-0.14,-0.79,-121.54
NXST,04-AUG-21,Jun 2021,3.87,4.51,0.64,16.54
NYCB,28-JUL-21,Jun 2021,0.3,0.33,0.03,10.0
NYMT,05-AUG-21,Jun 2021,0.11,0.11,0.0,0.0
NYT,04-AUG-21,Jun 2021,0.27,0.36,0.09,33.33
O,02-AUG-21,Jun 2021,0.88,0.88,0.0,0.0
OAS,03-AUG-21,Jun 2021,2.29,2.76,0.47,20.52
OBNK,28-JUL-21,Jun 2021,0.99,1.17,0.18,18.18
OC,28-JUL-21,Jun 2021,2.1,2.6,0.5,23.81
OCFC,29-JUL-21,Jun 2021,0.43,0.49,0.06,13.95
OCUL,09-AUG-21,Jun 2021,-0.2,-0.25,-0.05,-25.0
OCX,10-AUG-21,Jun 2021,-0.08,-0.08,0.0,0.0
ODFL,28-JUL-21,Jun 2021,2.17,2.31,0.14,6.45
ODP,04-AUG-21,Jun 2021,0.54,0.51,-0.03,-5.56
OEC,05-AUG-21,Jun 2021,0.53,0.62,0.09,16.98
OFC,29-JUL-21,Jun 2021,0.56,0.58,0.02,3.57
OFG,21-JUL-21,Jun 2021,0.53,0.78,0.25,47.17
OFIX,06-AUG-21,Jun 2021,0.16,0.32,0.16,100.0
OGE,05-AUG-21,Jun 2021,0.54,0.56,0.02,3.7
OGS,02-AUG-21,Jun 2021,0.49,0.56,0.07,14.29
OHI,02-AUG-21,Jun 2021,0.83,0.85,0.02,2.41
OI,03-AUG-21,Jun 2021,0.47,0.54,0.07,14.89
OII,28-JUL-21,Jun 2021,0.05,0.1,0.05,100.0
OIS,28-JUL-21,Jun 2021,-0.18,-0.17,0.01,5.56
OKE,03-AUG-21,Jun 2021,0.76,0.77,0.01,1.32
OKTA,01-SEP-21,Jul 2021,-0.35,-0.11,0.24,68.57
OLED,05-AUG-21,Jun 2021,0.73,0.85,0.12,16.44
OLLI,26-AUG-21,Jul 2021,0.57,0.52,-0.05,-8.77
OLN,27-JUL-21,Jun 2021,1.45,1.73,0.28,19.31
OLP,04-AUG-21,Jun 2021,0.5,1.12,0.62,124.0
OM,05-AUG-21,Jun 2021,-0.66,-0.57,0.09,13.64
OMC,20-JUL-21,Jun 2021,1.33,1.46,0.13,9.77
OMCL,29-JUL-21,Jun 2021,0.8,0.97,0.17,21.25
OMER,09-AUG-21,Jun 2021,-0.5,-0.4,0.1,20.0
OMF,21-JUL-21,Jun 2021,2.22,2.66,0.44,19.82
OMI,03-AUG-21,Jun 2021,0.93,1.06,0.13,13.98
ON,02-AUG-21,Jun 2021,0.49,0.63,0.14,28.57
ONB,20-JUL-21,Jun 2021,0.4,0.41,0.01,2.5
ONEM,04-AUG-21,Jun 2021,-0.19,-0.3,-0.11,-57.89
ONEW,29-JUL-21,Jun 2021,2.39,3.04,0.65,27.2
ONTO,05-AUG-21,Jun 2021,0.8,0.92,0.12,15.0
OOMA,02-SEP-21,Jul 2021,0.09,0.13,0.04,44.44
OPEN,11-AUG-21,Jun 2021,-0.35,0.01,0.36,102.86
OPI,29-JUL-21,Jun 2021,1.13,1.15,0.02,1.77
OPK,29-JUL-21,Jun 2021,0.02,-0.03,-0.05,-250.0
OPRT,05-AUG-21,Jun 2021,0.04,0.56,0.52,1300.0
OPRX,04-AUG-21,Jun 2021,0.07,0.1,0.03,42.86
ORA,04-AUG-21,Jun 2021,0.21,0.23,0.02,9.52
ORCL,15-JUN-21,May 2021,1.31,1.54,0.23,17.56
ORGO,09-AUG-21,Jun 2021,0.07,0.15,0.08,114.29
ORI,22-JUL-21,Jun 2021,0.5,0.73,0.23,46.0
ORIC,10-AUG-21,Jun 2021,-0.5,-0.57,-0.07,-14.0
ORLY,28-JUL-21,Jun 2021,7.28,8.33,1.05,14.42
ORMP,14-JUL-21,May 2021,-0.12,-0.17,-0.05,-41.67
OSBC,21-JUL-21,Jun 2021,0.33,0.3,-0.03,-9.09
OSH,09-AUG-21,Jun 2021,-0.36,-0.44,-0.08,-22.22
OSIS,18-AUG-21,Jun 2021,1.47,1.54,0.07,4.76
OSK,29-JUL-21,Jun 2021,2.23,2.09,-0.14,-6.28
OSPN,04-AUG-21,Jun 2021,-0.04,-0.04,0.0,0.0
OSTK,29-JUL-21,Jun 2021,0.84,1.72,0.88,104.76
OSUR,03-AUG-21,Jun 2021,0.04,-0.02,-0.06,-150.0
OSW,05-AUG-21,Jun 2021,-0.2,-0.16,0.04,20.0
OTIS,26-JUL-21,Jun 2021,0.71,0.79,0.08,11.27
OTRK,05-AUG-21,Jun 2021,-0.4,-0.12,0.28,70.0
OTTR,02-AUG-21,Jun 2021,0.55,1.01,0.46,83.64
OUT,05-AUG-21,Jun 2021,0.14,-0.05,-0.19,-135.71
OXM,02-SEP-21,Jul 2021,2.33,3.24,0.91,39.06
OZK,22-JUL-21,Jun 2021,0.94,1.16,0.22,23.4
PACB,03-AUG-21,Jun 2021,-0.2,-0.21,-0.01,-5.0
PACW,19-JUL-21,Jun 2021,0.98,1.52,0.54,55.1
PAG,28-JUL-21,Jun 2021,3.99,4.47,0.48,12.03
PAHC,25-AUG-21,Jun 2021,0.32,0.32,0.0,0.0
PANW,23-AUG-21,Jul 2021,1.44,1.6,0.16,11.11
PAR,09-AUG-21,Jun 2021,-0.47,-0.39,0.08,17.02
PARR,04-AUG-21,Jun 2021,-0.71,-0.81,-0.1,-14.08
PASG,05-AUG-21,Jun 2021,-0.73,-0.9,-0.17,-23.29
PATK,29-JUL-21,Jun 2021,1.83,2.52,0.69,37.7
PAYC,03-AUG-21,Jun 2021,0.83,0.97,0.14,16.87
PAYX,25-JUN-21,May 2021,0.67,0.72,0.05,7.46
PB,28-JUL-21,Jun 2021,1.4,1.41,0.01,0.71
PBF,29-JUL-21,Jun 2021,-1.03,-1.26,-0.23,-22.33
PBH,05-AUG-21,Jun 2021,0.86,1.14,0.28,32.56
PBI,03-AUG-21,Jun 2021,0.05,0.12,0.07,140.0
PCAR,27-JUL-21,Jun 2021,1.38,1.41,0.03,2.17
PCG,29-JUL-21,Jun 2021,0.29,0.27,-0.02,-6.9
PCH,26-JUL-21,Jun 2021,2.66,2.77,0.11,4.14
PCRX,03-AUG-21,Jun 2021,0.76,0.77,0.01,1.32
PCTY,05-AUG-21,Jun 2021,0.28,0.46,0.18,64.29
PCVX,11-AUG-21,Jun 2021,-0.46,-0.46,0.0,0.0
PD,02-SEP-21,Jul 2021,-0.16,-0.13,0.03,18.75
PDCE,04-AUG-21,Jun 2021,1.19,1.66,0.47,39.5
PDCO,02-SEP-21,Jul 2021,0.38,0.43,0.05,13.16
PDFS,10-AUG-21,Jun 2021,0.01,-0.01,-0.02,-200.0
PDM,28-JUL-21,Jun 2021,0.48,0.48,0.0,0.0
PEAK,03-AUG-21,Jun 2021,0.39,0.3,-0.09,-23.08
PEB,29-JUL-21,Jun 2021,-0.11,-0.07,0.04,36.36
PEBO,20-JUL-21,Jun 2021,0.65,0.51,-0.14,-21.54
PEG,03-AUG-21,Jun 2021,0.7,0.7,0.0,0.0
PEGA,28-JUL-21,Jun 2021,-0.23,0.23,0.46,200.0
PEN,09-AUG-21,Jun 2021,0.19,0.21,0.02,10.53
PENN,05-AUG-21,Jun 2021,0.93,1.17,0.24,25.81
PEP,13-JUL-21,Jun 2021,1.52,1.72,0.2,13.16
PETQ,04-AUG-21,Jun 2021,0.73,0.65,-0.08,-10.96
PFBC,20-JUL-21,Jun 2021,1.48,1.44,-0.04,-2.7
PFE,28-JUL-21,Jun 2021,0.97,1.07,0.1,10.31
PFG,27-JUL-21,Jun 2021,1.53,1.7,0.17,11.11
PFGC,19-AUG-21,Jun 2021,0.5,0.56,0.06,12.0
PFS,30-JUL-21,Jun 2021,0.45,0.58,0.13,28.89
PFSI,05-AUG-21,Jun 2021,3.48,2.94,-0.54,-15.52
PG,30-JUL-21,Jun 2021,1.08,1.13,0.05,4.63
PGC,28-JUL-21,Jun 2021,0.67,0.74,0.07,10.45
PGNY,05-AUG-21,Jun 2021,0.09,0.19,0.1,111.11
PGR,15-JUL-21,Jun 2021,1.17,1.51,0.34,29.06
PGRE,27-JUL-21,Jun 2021,0.2,-0.07,-0.27,-135.0
PGTI,12-AUG-21,Jun 2021,0.31,0.18,-0.13,-41.94
PH,05-AUG-21,Jun 2021,4.32,4.38,0.06,1.39
PHAT,10-AUG-21,Jun 2021,-1.07,-1.0,0.07,6.54
PHM,27-JUL-21,Jun 2021,1.72,1.72,0.0,0.0
PHR,01-SEP-21,Jul 2021,-0.22,-0.48,-0.26,-118.18
PI,28-JUL-21,Jun 2021,-0.05,0.11,0.16,320.0
PII,27-JUL-21,Jun 2021,2.23,2.7,0.47,21.08
PINC,17-AUG-21,Jun 2021,0.6,0.59,-0.01,-1.67
PING,04-AUG-21,Jun 2021,0.06,0.11,0.05,83.33
PINS,29-JUL-21,Jun 2021,0.13,0.25,0.12,92.31
PJT,29-JUL-21,Jun 2021,0.94,1.06,0.12,12.77
PK,05-AUG-21,Jun 2021,-0.27,-0.49,-0.22,-81.48
PKG,26-JUL-21,Jun 2021,1.75,2.17,0.42,24.0
PKI,26-JUL-21,Jun 2021,2.41,2.83,0.42,17.43
PLAB,25-AUG-21,Jul 2021,0.22,0.22,0.0,0.0
PLAN,31-AUG-21,Jul 2021,-0.14,-0.09,0.05,35.71
PLAY,09-SEP-21,Jul 2021,0.57,1.07,0.5,87.72
PLCE,18-AUG-21,Jul 2021,0.5,1.71,1.21,242.0
PLD,19-JUL-21,Jun 2021,0.99,1.01,0.02,2.02
PLMR,04-AUG-21,Jun 2021,0.5,0.51,0.01,2.0
PLNT,09-AUG-21,Jun 2021,0.22,0.21,-0.01,-4.55
PLOW,02-AUG-21,Jun 2021,0.87,0.91,0.04,4.6
PLRX,09-AUG-21,Jun 2021,-0.64,-0.64,0.0,0.0
PLTR,12-AUG-21,Jun 2021,0.04,0.04,0.0,0.0
PLUG,05-AUG-21,Jun 2021,-0.07,-0.18,-0.11,-157.14
PLUS,04-AUG-21,Jun 2021,0.78,0.98,0.2,25.64
PLXS,21-JUL-21,Jun 2021,0.77,0.99,0.22,28.57
